Make,Model,Year Range,PCD,Center Bore,R12,R13,R14,R15,R16,R17,R18,R19,R20,URL
mitsubishi,Outlander,2012 - 2025,5x114.3,67.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Mitsubishi/Outlander%20(2012%20-%202025).html
mitsubishi,Pajero,1982 - 1999,6x139.7,107.4,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Mitsubishi/Pajero%20(1982%20-%201999).html
mitsubishi,Pajero,2007 - 2021,6x139.7,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Pajero%20(2007%20-%202021).html
mitsubishi,Pajero Pinin,2000 - 2007,5x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Pajero%20Pinin%20(2000%20-%202007).html
mitsubishi,Pajero Shogun,2000 - 2006,6x139.7,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Pajero%20Shogun%20(2000%20-%202006).html
mitsubishi,Pajero Sport,2000 - 2006,6x139.7,107.4,,,,,,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Pajero%20Sport%20(2000%20-%202006).html
mitsubishi,Pajero Wagon,2000 - 2006,6x139.7,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Pajero%20Wagon%20(2000%20-%202006).html
mitsubishi,Sapporo,1985 - 1990,4x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Sapporo%20(1985%20-%201990).html
mitsubishi,Sigma,1991 - 1997,5x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Sigma%20(1991%20-%201997).html
mitsubishi,Space Gear,1995 - 2006,5x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Space%20Gear%20(1995%20-%202006).html
mitsubishi,Space Runner,1991 - 1999,4x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Space%20Runner%20(1991%20-%201999).html
mitsubishi,Space Star,1998 - 2005,4x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Space%20Star%20(1998%20-%202005).html
mitsubishi,Space Star,2013 - ,4x100,56.1,,,1,1,1,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Space%20Star%20(2013%20-%20).html
mitsubishi,Space Wagon,1991 - 1999,4x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Space%20Wagon%20(1991%20-%201999).html
mitsubishi,Space Wagon,1999 - 2004,5x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Space%20Wagon%20(1999%20-%202004).html
mitsubishi,Starion,1982 - 1991,4x114.3,67.1,,,,1,,,,,,https://www.wheelfitment.eu/car/Mitsubishi/Starion%20(1982%20-%201991).html
nissan,100NX,1990 - 1995,4x100,59.1,,1,1,,,,,,,https://www.wheelfitment.eu/car/Nissan/100NX%20(1990%20-%201995).html
nissan,200SX S13,1989 - 1994,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/200SX%20S13%20(1989%20-%201994.html
nissan,200SX S14,1994 - 1998,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/200SX%20S14%20(1994%20-%201998).html
nissan,200SX S15,1999 - 2002,5x114.3,66.1,,,,1,,,,,,https://www.wheelfitment.eu/car/Nissan/200SX%20S15%20(1999%20-%202002).html
nissan,300ZX Z31,1984 - 1990,4x114.3,66.1,,,1,1,1,,,,,https://www.wheelfitment.eu/car/Nissan/300ZX%20Z31%20(1984%20-%201990).html
nissan,300ZX Z32,1990 - 1999,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/300ZX%20Z32%20(1990%20-%201999).html
nissan,350Z,2002 - 2009,5x114.3,66.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Nissan/350Z%20(2002%20-%202009).html
nissan,370Z Rear,2009 - 2021,5x114.3,66.1,,,,,,,1,1,,https://www.wheelfitment.eu/car/Nissan/370Z%20Achteras%20(2009%20-%202021).html
nissan,370Z Front,2009 - 2021,5x114.3,66.1,,,,,,,1,1,,https://www.wheelfitment.eu/car/Nissan/370Z%20Vooras%20(2009%20-%202021).html
nissan,Almera,2015 - ,4x100,60.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Nissan/Almera%20(2015%20-%20).html
nissan,Almera N15,1995 - 2000,4x100,59.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Almera%20N15%20(1995%20-%202000).html
nissan,Almera N16,2000 - 2006,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Almera%20N16%20(2000%20-%202006).html
nissan,Almera Tino V10,2000 - 2006,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Almera%20Tino%20V10%20(2000%20-%202006).html
nissan,Altima,1993 - 2001,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Altima%20(1993%20-%202001).html
nissan,Altima,2002 - 2018,5x114.3,66.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Nissan/Altima%20(2002%20-%202018).html
nissan,Altima,2019 - ,5x114.3,66.1,,,,,1,1,,1,,https://www.wheelfitment.eu/car/Nissan/Altima%20(2019%20-%20).html
nissan,Ariya,2021 - ,5x114.3,66.1,,,,,,,,1,1,https://www.wheelfitment.eu/car/Nissan/Ariya%20(2021%20-%20).html
nissan,Armada,2004 - ,6x139.7,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Armada%20(2004%20-%20).html
nissan,Bluebird,1983 - 1998,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Bluebird%20(1983%20-%201998).html
nissan,Cabstar,2007 - 2015,5x170,130.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Cabstar%20(2007%20-%202015).html
nissan,Cefiro,1995 - 2004,5x114.3,66.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Nissan/Cefiro%20(1995%20-%202004).html
nissan,Cherry,1979 - 1987,4x114.3,66.1,,1,1,1,1,,,,,https://www.wheelfitment.eu/car/Nissan/Cherry%20(1979%20-%201987).html
nissan,Cube,2002 - 2008,4x100,60.1,,,1,1,,,,,,https://www.wheelfitment.eu/car/Nissan/Cube%20(2002%20-%202008).html
nissan,Cube,2008 - 2020,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Cube%20(2008%20-%202020).html
nissan,Dayz,2023 - ,4x100,56.1,,,1,1,,,,,,https://www.wheelfitment.eu/car/Nissan/Dayz%20(2023%20-%20).html
nissan,e-NV200,2014 - ,5x114.3,66.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Nissan/e-NV200%20(2014%20-%20).html
nissan,Evalia,2012 - ,4x114.3,66.1,,,1,1,1,1,,,,https://www.wheelfitment.eu/car/Nissan/Evalia%20(2012%20-%20).html
nissan,Figaro,1991 - 1992,4x100,59.1,1,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Figaro%20(1991%20-%201992).html
nissan,Fuga,2004 - 2009,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Fuga%20(2004%20-%202009).html
nissan,Fuga,2009 - ,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Fuga%20(2009%20-%20).html
nissan,GT-R Rear,2008 - ,5x114.3,66.1,,,,,,,,,1,https://www.wheelfitment.eu/car/Nissan/GT-R%20Achteras%20(2008%20-%20).html
nissan,GT-R Front,2008 - ,5x114.3,66.1,,,,,,,,,1,https://www.wheelfitment.eu/car/Nissan/GT-R%20Vooras%20(2008%20-%20).html
nissan,Interstar,2002 - 2010,5x130,89.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Interstar%20(2002%20-%202010).html
nissan,Interstar,2022 - ,5x130,89.1,,,,,1,,,,,https://www.wheelfitment.eu/car/Nissan/Interstar%20(2022%20-%20).html
nissan,Juke,2010 - 2019,5x114.3,66.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Nissan/Juke%20(2010%20-%202019).html
nissan,Juke,2019 - ,5x114.3,66.1,,,,,1,1,,1,,https://www.wheelfitment.eu/car/Nissan/Juke%20(2019%20-%20).html
nissan,Kubistar,2003 - 2009,4x100,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Kubistar%20(2003%20-%202009).html
nissan,Laurel,1985 - 1989,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Laurel%20(1985-1989).html
nissan,Leaf,2010 - 2017,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Leaf%20(2010%20-%202017).html
nissan,Leaf,2017 - ,5x114.3,66.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Nissan/Leaf%20(2017%20-%20).html
nissan,Maxima,2004 - 2014,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Maxima%20(2004%20-%202014).html
nissan,Maxima,2016 - ,5x114.3,66.1,,,,,,,1,1,,https://www.wheelfitment.eu/car/Nissan/Maxima%20(2016%20-%20).html
nissan,Maxima QX,1995 - 2004,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Maxima%20QX%20(1995%20-%202004).html
nissan,Micra,1982 - 1992,4x100,59.1,,1,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Micra%20(1982%20-%201992).html
nissan,Micra,1992 - 2003,4x100,59.1,,1,1,,,,,,,https://www.wheelfitment.eu/car/Nissan/Micra%20(1992%20-%202003).html
nissan,Micra,2010 - 2017,4x100,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Micra%20(2010%20-%202017).html
nissan,Micra,2017 - ,4x100,60.1,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Nissan/Micra%20(2017%20-%20).html
nissan,Micra K12,2003 - 2010,4x100,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Micra%20K12%20(2003%20-%202010).html
nissan,Murano Z50,2004 - 2008,5x114.3,66.1,,,,,,1,1,,1,https://www.wheelfitment.eu/car/Nissan/Murano%20Z50%20(2004%20-%202008).html
nissan,Murano Z51,2008 - 2014,5x114.3,66.1,,,,,,,1,,,https://www.wheelfitment.eu/car/Nissan/Murano%20Z51%20(2008%20-%202014).html
nissan,Murano Z52,2015 - ,5x114.3,66.1,,,,,,,1,,1,https://www.wheelfitment.eu/car/Nissan/Murano%20Z52%20(2015%20-%20).html
nissan,Navara,1998 - 2004,6x139.7,108,,,,1,1,1,1,,1,https://www.wheelfitment.eu/car/Nissan/Navara%20(1998%20-%202004).html
nissan,Navara,2005 - 2016,6x114.3,66.1,,,,,1,1,1,,1,https://www.wheelfitment.eu/car/Nissan/Navara%20(2005%20-%202016).html
nissan,Navara,2017 - ,6x114.3,66.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Nissan/Navara%20(2017%20-%20).html
nissan,Note,2006 - 2013,4x100,60.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Nissan/Note%20(2006%20-%202013).html
nissan,Note,2013 - 2022,4x100,60.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Nissan/Note%20(2013%20-%202022).html
nissan,Note,2020 - ,4x100,60.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Nissan/Note%20(2020%20-%20).html
nissan,NP300,2005 - 2025,6x139.7,100,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/NP300%20(2005%20-%202025).html
nissan,NV200,2010 - ,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/NV200%20(2010%20-%20).html
nissan,NV250,2019 - 2022,5x108,60.1,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Nissan/NV250%20(2019%20-%202022).html
nissan,NV300,2017 - ,5x114.3,66.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Nissan/NV300%20(2017%20-%20).html
nissan,NV400,2011 - ,5x130,89.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Nissan/NV400%20(2011%20-%20).html
nissan,Pathfinder,1986 - 2004,6x139.7,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Pathfinder%20(1986%20-%202004).html
nissan,Pathfinder,2005 - 2010,6x114.3,66.1,,,,,1,1,1,,1,https://www.wheelfitment.eu/car/Nissan/Pathfinder%20(2005%20-%202010).html
nissan,Patrol,1987 - 1997,6x139.7,110,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Patrol%20(1987%20-%201997).html
nissan,Patrol,2010 - 2015,6x139.7,110,,,,,1,1,1,,1,https://www.wheelfitment.eu/car/Nissan/Patrol%20(2010%20-%202015).html
nissan,Patrol,2015 - ,6x139.7,78.1,,,,,,,1,,1,https://www.wheelfitment.eu/car/Nissan/Patrol%20(2015%20-%20).html
nissan,Patrol GR,1997 - 2010,6x139.7,110,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Patrol%20GR%20(1997%20-%202010).html
nissan,Pickup King Cab,2004 - 2017,6x139.7,100.3,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Pickup%20King%20Cab%20(2004%20-%202017).html
nissan,Pixo,2009 - 2016,4x100,54.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Pixo%20(2009%20-%202016).html
nissan,Platina,2002 - 2010,4x100,60.1,,,1,1,,,,,,https://www.wheelfitment.eu/car/Nissan/Platina%20(2002%20-%202010).html
nissan,Prairie,1983 - 1988,4x114.3,66.1,,1,1,,,,,,,https://www.wheelfitment.eu/car/Nissan/Prairie%20(1983%20-%201988).html
nissan,Prairie,1988 - 1995,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Prairie%20(1988%20-%201995).html
nissan,Primastar,2001 - 2015,5x118,71.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Primastar%20(2001%20-%202015).html
nissan,Primastar,2021 - ,5x114.3,66.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Nissan/Primastar%20(2021%20-%20).html
nissan,Primera P10,1990 - 1996,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Primera%20P10%20(1990%20-%201996).html
nissan,Primera P11,1996 - 2002,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Primera%20P11%20(1996%20-%202002).html
nissan,Primera P12,2002 - 2008,5x114.3,66.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Nissan/Primera%20P12%20(2002%20-%202008).html
nissan,Pulsar,2014 - ,5x114.3,66.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Nissan/Pulsar%20(2014%20-%20).html
nissan,Qashqai J10,2007 - 2013,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Qashqai%20J10%20(2007%20-%202013).html
nissan,Qashqai J11,2013 - 2022,5x114.3,66.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Nissan/Qashqai%20J11%20(2013%20-%202022).html
nissan,Qashqai J12,2022 - ,5x114.3,66.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Nissan/Qashqai%20J12%20(2022%20-%20).html
nissan,Qashqai Plus 2 J10,2008 - 2013,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Qashqai%20Plus%202%20J10%20(2008%20-%202013).html
nissan,Quest,2004 - ,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Quest%20(2004%20-%20).html
nissan,Roque,2007 - ,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Roque%20(2007%20-%20).html
nissan,Sentra,2000 - 2006,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Sentra%20(2000%20-%202006).html
nissan,Sentra,2007 - ,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Sentra%20(2007%20-%20).html
nissan,Serena,1993 - 2000,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Serena%20(1993%20-%202000).html
nissan,Skyline R32,1989 - 1993,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Skyline%20R32%20(1989%20-%201993).html
nissan,Skyline R33,1993 - 1998,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Skyline%20R33%20(1993%20-%201998).html
nissan,Skyline R34,1998 - 2002,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Skyline%20R34%20(1998%20-%202002).html
nissan,Stagea,1996 - 2001,5x114.3,66,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Nissan/Stagea%20(1996%20-%202001).html
nissan,Stagea,2001 - 2007,5x114.3,66,,,,,,1,1,,,https://www.wheelfitment.eu/car/Nissan/Stagea%20(2001%20-%202007).html
nissan,Sunny,1986 - 1991,4x100,59.1,,1,1,,,,,,,https://www.wheelfitment.eu/car/Nissan/Sunny%20(1986%20-%201991).html
nissan,Sunny,1991 - 1995,4x100,59.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Sunny%20(1991%20-%201995).html
nissan,Sunny,2015 - ,4x100,60.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Nissan/Sunny%20(2015%20-%20).html
nissan,Sunny B11,1982 - 1986,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Sunny%20B11%20(1982%20-%201986).html
nissan,Teana,2006 - 2008,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Teana%20(2006%20-%202008).html
nissan,Teana,2008 - ,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Teana%20(2008%20-%20).html
nissan,Terrano II,1994 - 2007,6x139.7,100,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Terrano%20II%20(1994%20-%202007).html
nissan,Tiida,2007 - ,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Tiida%20(2007%20-%20).html
nissan,Titan,2003 - ,6x139.7,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Titan%20(2003%20-%20).html
nissan,Townstar,2022 - ,5x114.3,66.1,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Nissan/Townstar%20(2022%20-%20).html
nissan,Urvan,1987 - 1995,6x139.7,100,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Urvan%20(1987%20-%201995).html
nissan,Urvan King,1987 - 1995,6x139.7,100,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Urvan%20King%20(1987%20-%201995).html
nissan,Vanette Cargo,1995 - 2001,5x114.3,66,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Vanette%20Cargo%20(1995%20-%202001).html
nissan,Versa,2007 - ,4x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Versa%20(2007%20-%20).html
nissan,X-Trail T30,2001 - 2007,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/X-Trail%20T30%20(2001%20-%202007).html
nissan,X-Trail T31,2007 - 2014,5x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/X-Trail%20T31%20(2007%20-%202014).html
nissan,X-Trail T32,2014 - ,5x114.3,66.1,,,,,,1,1,1,,https://www.wheelfitment.eu/car/Nissan/X-Trail%20T32%20(2014%20-%20).html
nissan,Xterra,2005 - ,6x114.3,66.1,,,,,,,,,,https://www.wheelfitment.eu/car/Nissan/Xterra%20(2005%20-%20).html
peugeot,1007,2004 - 2009,4x108,65.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/1007%20(2004%20-%202009).html
peugeot,106 3 bolts,1991 - 1996,3x98,58.1,,1,,,,,,,,https://www.wheelfitment.eu/car/Peugeot/106%203%20gaats%20(1991%20-%201996).html
peugeot,106 4 bolts,1992 - 2005,4x108,65.1,,,1,,,,,,,https://www.wheelfitment.eu/car/Peugeot/106%204%20gaats%20(1992%20-%202005).html
peugeot,107,2005 - 2014,4x100,54.1,,,1,1,1,1,,,,https://www.wheelfitment.eu/car/Peugeot/107%20(2005%20-%202014).html
peugeot,108,2014 - 2022,4x100,54.1,,,1,1,,,,,,https://www.wheelfitment.eu/car/Peugeot/108%20(2014%20-%202022).html
peugeot,2008,2013 - 2019,4x108,65.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Peugeot/2008%20(2013%20-%202019).html
peugeot,2008,2019 - ,4x108,65.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/2008%20(2019%20-%20).html
peugeot,204,1965 - 1977,3x105,63.5,,,,1,,,,,,https://www.wheelfitment.eu/car/Peugeot/204%20(1965%20-%201977).html
peugeot,205,1986 - 1998,4x108,65.1,,,1,1,1,1,,,,https://www.wheelfitment.eu/car/Peugeot/205%20(1986%20-%201998).html
peugeot,206,1998 - 2009,4x108,65.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/206%20(1998%20-%202009).html
peugeot,206 Plus,2009 - 2012,4x108,65.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/206%20Plus%20(2009%20-%202012).html
peugeot,206CC,2001 - 2007,4x108,65.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/206CC%20(2001%20-%202007).html
peugeot,207,2006 - 2014,4x108,65.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Peugeot/207%20(2006%20-%202014).html
peugeot,207CC,2007 - 2014,4x108,65.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Peugeot/207CC%20(2007%20-%202014).html
peugeot,208,2012 - 2021,4x108,65.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Peugeot/208%20(2012%20-%202021).html
peugeot,208,2019 - ,4x108,65.1,,,,,1,1,1,1,,https://www.wheelfitment.eu/car/Peugeot/208%20(2019%20-%20).html
peugeot,3008,2009 - 2016,4x108,65.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/3008%20(2009%20-%202016).html
peugeot,3008,2016 - ,5x108,65.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/3008%20(2016%20-%20).html
peugeot,304,1969 - 1980,3x105,63.5,,,,1,,,,,,https://www.wheelfitment.eu/car/Peugeot/304%20(1969%20-%201980).html
peugeot,305,1977 - 1982,3x105,63.5,,,1,,,,,,,https://www.wheelfitment.eu/car/Peugeot/305%20(1977%20-%201982).html
peugeot,305,1983 - 1989,4x108,65.1,,,1,,,,,,,https://www.wheelfitment.eu/car/Peugeot/305%20(1983%20-%201989).html
peugeot,306,1993 - 2002,4x108,65.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/306%20(1993%20-%202002).html
peugeot,307,2001 - 2009,4x108,65.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/307%20(2001%20-%202009).html
peugeot,307CC,2003 - 2009,4x108,65.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/307CC%20(2003%20-%202009).html
peugeot,308,2007 - 2013,4x108,65.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/308%20(2007%20-%202013).html
peugeot,308,2013 - ,5x108,65.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/308%20(2013%20-%20).html
peugeot,308 SW,2014 - 2022,5x108,65.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/308%20SW%20(2014%20-%202022).html
peugeot,308CC,2007 - ,4x108,65.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/308CC%20(2007%20-%20).html
peugeot,309,1985 - 1993,4x108,65.1,,,,,,,,,,https://www.wheelfitment.eu/car/Peugeot/309%20(1985%20-%201993).html
peugeot,4007,2007 - ,5x114.3,67.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/4007%20(2007%20-%20).html
peugeot,4008,2012 - ,5x114.3,67.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/4008%20(2012%20-%20).html
peugeot,405,1987 - 1995,4x108,65.1,,,,,,,,,,https://www.wheelfitment.eu/car/Peugeot/405%20(1987%20-%201995).html
peugeot,406,1995 - 2004,4x108,65.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/406%20(1995%20-%202004).html
peugeot,406 Coupe,1996 - 2005,4x108,65.1,,,,,,,,,,https://www.wheelfitment.eu/car/Peugeot/406%20Coupe%20(1996%20-%202005).html
peugeot,407,2004 - 2010,5x108,65.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/407%20(2004%20-%202010).html
peugeot,407 Coupe,2005 - 2009,5x108,65.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/407%20Coupe%20(2005%20-%202009).html
peugeot,408,2022 - ,5x108,65.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/408%20(2022%20-%20).html
peugeot,5008,2009 - 2017,4x108,65.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/5008%20(2009%20-%202017).html
peugeot,5008,2017 - ,5x108,65.1,,,,,,1,1,1,,https://www.wheelfitment.eu/car/Peugeot/5008%20(2017%20-%20).html
peugeot,504,1968 - 1983,4x140,63.5,,,,1,,,,,,https://www.wheelfitment.eu/car/Peugeot/504%20(1968%20-%201983).html
peugeot,505,1979 - 1992,4x140,63.5,,,,1,,,,,,https://www.wheelfitment.eu/car/Peugeot/505%20(1979%20-%201992).html
peugeot,508,2011 - ,5x108,65.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/508%20(2011%20-%20).html
peugeot,605,1990 - 2000,5x108,65.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Peugeot/605%20(1990%20-%202000).html
peugeot,607,2000 - 2010,5x108,65.1,,,,,,1,1,1,,https://www.wheelfitment.eu/car/Peugeot/607%20(2000%20-%202010).html
peugeot,806,1994 - 2002,5x98,58.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/806%20(1994%20-%202002).html
peugeot,807,2002 - ,5x98,58.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/807%20(2002%20-%20).html
peugeot,Bipper,2008 - ,4x98,58.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/Bipper%20(2008%20-%20).html
peugeot,Boxer,1994 - 2001,5x118,71.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/Boxer%20(1994%20-%202001).html
peugeot,Boxer,2002 - 2006,5x118,71.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/Boxer%20(2002%20-%202006).html
peugeot,Boxer,2006 - ,5x118,71.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/Boxer%20(2006%20-%20).html
peugeot,Boxer Maxi,2006 - ,5x130,78.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/Boxer%20Maxi%20(2006%20-%20).html
peugeot,e-208,2023 - ,4x108,65.1,,,,,1,1,1,1,,https://www.wheelfitment.eu/car/Peugeot/e-208%20(2023%20-%20).html
peugeot,Expert,1996 - 2006,5x98,58.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Peugeot/Expert%20(1996%20-%202006).html
peugeot,Expert,2016 - ,5x108,65.1,,,,,1,1,1,1,,https://www.wheelfitment.eu/car/Peugeot/Expert%20(2016%20-%20).html
